Date,Scenario,Numeraire,DiscountCurve/EUR/0,DiscountCurve/EUR/1,DiscountCurve/EUR/2,DiscountCurve/EUR/3,DiscountCurve/EUR/4,DiscountCurve/EUR/5,DiscountCurve/EUR/6,DiscountCurve/EUR/7,DiscountCurve/EUR/8,DiscountCurve/EUR/9,DiscountCurve/EUR/10,DiscountCurve/EUR/11,DiscountCurve/USD/0,DiscountCurve/USD/1,DiscountCurve/USD/2,DiscountCurve/USD/3,DiscountCurve/USD/4,DiscountCurve/USD/5,DiscountCurve/USD/6,DiscountCurve/USD/7,DiscountCurve/USD/8,DiscountCurve/USD/9,DiscountCurve/USD/10,DiscountCurve/USD/11,IndexCurve/EUR-EONIA/0,IndexCurve/EUR-EONIA/1,IndexCurve/EUR-EONIA/2,IndexCurve/EUR-EONIA/3,IndexCurve/EUR-EONIA/4,IndexCurve/EUR-EONIA/5,IndexCurve/EUR-EONIA/6,IndexCurve/EUR-EONIA/7,IndexCurve/EUR-EONIA/8,IndexCurve/EUR-EONIA/9,IndexCurve/EUR-EONIA/10,IndexCurve/EUR-EONIA/11,IndexCurve/EUR-EURIBOR-3M/0,IndexCurve/EUR-EURIBOR-3M/1,IndexCurve/EUR-EURIBOR-3M/2,IndexCurve/EUR-EURIBOR-3M/3,IndexCurve/EUR-EURIBOR-3M/4,IndexCurve/EUR-EURIBOR-3M/5,IndexCurve/EUR-EURIBOR-3M/6,IndexCurve/EUR-EURIBOR-3M/7,IndexCurve/EUR-EURIBOR-3M/8,IndexCurve/EUR-EURIBOR-3M/9,IndexCurve/EUR-EURIBOR-3M/10,IndexCurve/EUR-EURIBOR-3M/11,IndexCurve/EUR-EURIBOR-6M/0,IndexCurve/EUR-EURIBOR-6M/1,IndexCurve/EUR-EURIBOR-6M/2,IndexCurve/EUR-EURIBOR-6M/3,IndexCurve/EUR-EURIBOR-6M/4,IndexCurve/EUR-EURIBOR-6M/5,IndexCurve/EUR-EURIBOR-6M/6,IndexCurve/EUR-EURIBOR-6M/7,IndexCurve/EUR-EURIBOR-6M/8,IndexCurve/EUR-EURIBOR-6M/9,IndexCurve/EUR-EURIBOR-6M/10,IndexCurve/EUR-EURIBOR-6M/11,IndexCurve/USD-FedFunds/0,IndexCurve/USD-FedFunds/1,IndexCurve/USD-FedFunds/2,IndexCurve/USD-FedFunds/3,IndexCurve/USD-FedFunds/4,IndexCurve/USD-FedFunds/5,IndexCurve/USD-FedFunds/6,IndexCurve/USD-FedFunds/7,IndexCurve/USD-FedFunds/8,IndexCurve/USD-FedFunds/9,IndexCurve/USD-FedFunds/10,IndexCurve/USD-FedFunds/11,IndexCurve/USD-LIBOR-3M/0,IndexCurve/USD-LIBOR-3M/1,IndexCurve/USD-LIBOR-3M/2,IndexCurve/USD-LIBOR-3M/3,IndexCurve/USD-LIBOR-3M/4,IndexCurve/USD-LIBOR-3M/5,IndexCurve/USD-LIBOR-3M/6,IndexCurve/USD-LIBOR-3M/7,IndexCurve/USD-LIBOR-3M/8,IndexCurve/USD-LIBOR-3M/9,IndexCurve/USD-LIBOR-3M/10,IndexCurve/USD-LIBOR-3M/11,FXSpot/USDEUR/0
2017-02-15,1,1,1.00013939,1.00029633,1.00090191,1.00176853,1.00355187,1.00649167,1.0069242,0.99965004,0.9370044,0.84697532,0.76502284,0.6513733,0.999446,0.99879355,0.99535834,0.9906966,0.9803512,0.95862767,0.9358154,0.88861664,0.77229337,0.66573161,0.57886386,0.45402335,1.00013939,1.00029633,1.00090191,1.00176853,1.00355187,1.00649167,1.0069242,0.99965004,0.9370044,0.84697532,0.76502284,0.6513733,1.00012801,1.00027432,1.00084149,1.00164638,1.00325473,1.005411,1.00481018,0.99525834,0.92777515,0.83534666,0.75265276,0.62698285,1.00010741,1.00023019,1.00070608,1.0013896,1.00270065,1.00403899,1.00246406,0.9905795,0.91876666,0.82537909,0.74311812,0.61873529,0.99954981,0.99903931,0.99670697,0.99315707,0.98513994,0.96804422,0.94985059,0.91291259,0.81674648,0.72570527,0.64552876,0.51692391,0.99945168,0.9988254,0.99640227,0.9924734,0.98348052,0.96422134,0.94369956,0.90177384,0.79291886,0.69108948,0.6024771,0.464348,0.859
2017-02-16,1,1,1.00013929,1.00029328,1.00090066,1.00176952,1.00355142,1.00638592,1.00691055,0.99801426,0.93286572,0.84065455,0.75730181,0.64162441,0.99945241,0.99879255,0.99522436,0.99052378,0.97995135,0.9574073,0.93415855,0.88575007,0.76636857,0.65733531,0.56954652,0.45308177,1.00013929,1.00029328,1.00090066,1.00176952,1.00355142,1.00638592,1.00691055,0.99801426,0.93286572,0.84065455,0.75730181,0.64162441,1.00012801,1.00027432,1.00084149,1.00164635,1.00323857,1.00530115,1.00431715,0.99377118,0.92325108,0.83003439,0.7457145,0.61811594,1.00010702,1.00022935,1.00070351,1.00138455,1.00269313,1.003928,1.00199855,0.98912019,0.91438269,0.82014054,0.73620682,0.60993221,0.99954981,0.99902961,0.99667647,0.99307463,0.98487218,0.96715851,0.94828891,0.90970445,0.81074347,0.71744532,0.6355777,0.505784,0.99945053,0.99882294,0.99639474,0.99241648,0.98323798,0.9633696,0.94211844,0.89884899,0.78760689,0.68363943,0.59385549,0.45460096,0.857
2017-02-17,1,1,1.00013918,1.00029298,1.00090063,1.00176816,1.00355204,1.0064181,1.00708899,0.99897919,0.9353862,0.84425329,0.76181897,0.63505179,0.99945751,0.99878606,0.9952628,0.9905919,0.98003184,0.95726749,0.93424777,0.88655241,0.7676283,0.66051218,0.5729117,0.44870338,1.00013918,1.00029298,1.00090063,1.00176816,1.00355204,1.0064181,1.00708899,0.99897919,0.9353862,0.84425329,0.76181897,0.63505179,1.00012801,1.00027432,1.00084149,1.00164636,1.00323855,1.00532461,1.00460889,0.99451946,0.92624779,0.83272763,0.7498492,0.62348145,1.00010702,1.00022935,1.00070351,1.00138455,1.00269143,1.00393589,1.00229036,0.9898647,0.91720938,0.82267258,0.740273,0.61530881,0.99954981,0.99901769,0.99667608,0.99307746,0.98489396,0.96699131,0.94848727,0.91050836,0.81271527,0.72015103,0.63888381,0.50920455,0.99944932,0.99882034,0.99638679,0.99238673,0.98319101,0.96320594,0.94231395,0.89964069,0.78963447,0.68650042,0.59743774,0.45870694,0.8475
2017-02-20,1,1,1.00013921,1.00029544,1.00090066,1.00176819,1.00355141,1.00642364,1.00678389,0.99943601,0.93694409,0.8466811,0.76458259,0.65085842,0.99944995,0.99878296,0.99523587,0.99057977,0.98007995,0.95779957,0.93474492,0.88812405,0.77175691,0.66595525,0.57910728,0.46628427,1.00013921,1.00029544,1.00090066,1.00176819,1.00355141,1.00642364,1.00678389,0.99943601,0.93694409,0.8466811,0.76458259,0.65085842,1.00012801,1.00027432,1.00084149,1.00164609,1.0032366,1.00530934,1.0045932,0.99501632,0.92712981,0.83508448,0.75237648,0.62632151,1.00010702,1.00022935,1.00070351,1.00138455,1.0026874,1.00393226,1.00228971,0.99035949,0.91813243,0.82526778,0.7426047,0.61788869,0.99955197,0.99901666,0.99666129,0.99307332,0.98492439,0.96747688,0.94923259,0.91211145,0.81641497,0.72564582,0.64553007,0.51848702,0.99944822,0.99881798,0.99637955,0.9924024,0.98324836,0.96365107,0.94304088,0.90115105,0.79330965,0.6919863,0.60394368,0.46742012,0.848
2017-02-21,1,1,1.00013911,1.00029561,1.00090101,1.00176853,1.00354178,1.00639173,1.00707459,0.99914246,0.93682296,0.84644463,0.76437672,0.65051337,0.99945174,0.99877344,0.99519888,0.99049036,0.97983696,0.95694586,0.93378455,0.88569101,0.76807228,0.65949952,0.57238011,0.45712395,1.00013911,1.00029561,1.00090101,1.00176853,1.00354178,1.00639173,1.00707459,0.99914246,0.93682296,0.84644463,0.76437672,0.65051337,1.00012801,1.00027432,1.00084149,1.00164638,1.00324947,1.00531235,1.00449647,0.99454502,0.92732266,0.83554012,0.75202353,0.62590465,1.00010702,1.00022935,1.00070351,1.00138456,1.00264597,1.00393918,1.00216591,0.98993706,0.91831579,0.82543747,0.74232703,0.61746421,0.99955197,0.99900898,0.99664868,0.99302952,0.98476291,0.96693504,0.94805111,0.91010493,0.81221217,0.71928594,0.63783125,0.50812262,0.99944286,0.99880651,0.99634448,0.9923489,0.98310693,0.96309535,0.94184555,0.89918916,0.7892618,0.68597743,0.59678917,0.45814867,0.8495
2017-02-22,1,1,1.00013919,1.00029569,1.00090109,1.00176865,1.00354319,1.00642663,1.00711468,0.99928627,0.93757133,0.84820056,0.76674588,0.65353412,0.99944551,0.99876833,0.99519998,0.99050605,0.97982844,0.95718604,0.93412242,0.88701202,0.77046359,0.66378372,0.57684783,0.46288359,1.00013919,1.00029569,1.00090109,1.00176865,1.00354319,1.00642663,1.00711468,0.99928627,0.93757133,0.84820056,0.76674588,0.65353412,1.00012801,1.00027432,1.00084149,1.00164625,1.00325029,1.00530308,1.00461167,0.99477145,0.92817811,0.83653608,0.75423906,0.62908289,1.00010663,1.00022852,1.00070095,1.00137951,1.00264078,1.00393896,1.00232724,0.99016881,0.91921918,0.82669194,0.7445838,0.62080017,0.99955182,0.99900416,0.99664049,0.99301988,0.9847725,0.96705011,0.94864363,0.91114977,0.81485879,0.7231878,0.64295776,0.51510127,0.99944092,0.99880236,0.99633179,0.99232226,0.98307204,0.9632095,0.94236256,0.90004071,0.7914084,0.6895784,0.60125651,0.46425084,0.8477
2017-02-23,1,1,1.00013898,1.00029332,1.00091138,1.00178766,1.00353492,1.00632673,1.00694037,0.99890254,0.93739646,0.84843849,0.76752738,0.64301251,0.99943615,0.9987382,0.99514031,0.99038276,0.97956186,0.95647005,0.93360778,0.88470284,0.76760464,0.66163976,0.57485387,0.45183723,1.00013898,1.00029332,1.00091138,1.00178766,1.00353492,1.00632673,1.00694037,0.99890254,0.93739646,0.84843849,0.76752738,0.64301251,1.00012801,1.00027432,1.00084149,1.00163377,1.00319928,1.00528836,1.00428215,0.99456898,0.92704028,0.83663837,0.7547491,0.63020996,1.00010663,1.00022852,1.00070095,1.00137951,1.00266107,1.00392677,1.00199833,0.99001191,0.91813798,0.82672369,0.74501353,0.62191858,0.99955233,0.99899211,0.99661976,0.99296596,0.98457998,0.9664261,0.94763133,0.90970382,0.81319952,0.72119293,0.64089755,0.51202725,0.99943888,0.99879799,0.99631842,0.99223536,0.98276837,0.96247194,0.94125444,0.89839214,0.78951634,0.68747181,0.59907633,0.46121519,0.8523
2017-02-24,1,1,1.00013901,1.00029293,1.00090071,1.00176825,1.00353182,1.00636007,1.00660033,0.99953755,0.93949721,0.85217045,0.77293803,0.66211498,0.99943295,0.99871543,0.99509772,0.99033176,0.97938753,0.95623976,0.93248042,0.88493472,0.76868871,0.66258639,0.5840753,0.46103028,1.00013901,1.00029293,1.00090071,1.00176825,1.00353182,1.00636007,1.00660033,0.99953755,0.93949721,0.85217045,0.77293803,0.66211498,1.00012801,1.00027432,1.00084149,1.00164636,1.00324935,1.00529904,1.00460742,0.99471943,0.92933706,0.8409409,0.76043436,0.63865114,1.00010625,1.00022768,1.00069839,1.00137447,1.00263168,1.00393414,1.00228904,0.99011366,0.92050513,0.83117269,0.7506986,0.63021437,0.99955378,0.99898901,0.99661418,0.99294844,0.98449936,0.96631546,0.94756792,0.90936951,0.81419839,0.72364564,0.64354118,0.51590777,0.99943576,0.99879131,0.99629798,0.99220953,0.98268983,0.96226348,0.94104604,0.89783737,0.79018857,0.68912207,0.60094705,0.46399613,0.8519
2017-02-27,1,1,1.00013904,1.00029569,1.00090069,1.00176822,1.00354128,1.00627619,1.00641662,0.99897801,0.93921795,0.85265555,0.77450845,0.66465706,0.99944319,0.99867477,0.99510523,0.9905862,0.97967627,0.95732549,0.93368879,0.88730264,0.77171285,0.66566834,0.57896147,0.4644023,1.00013904,1.00029569,1.00090069,1.00176822,1.00354128,1.00627619,1.00641662,0.99897801,0.93921795,0.85265555,0.77450845,0.66465706,1.00012801,1.00027432,1.00084149,1.00164631,1.00322536,1.00506859,1.00430609,0.99417104,0.92886941,0.84164169,0.7624047,0.64130011,1.00010586,1.00022685,1.00069583,1.00136943,1.00262804,1.00373211,1.00198861,0.9896166,0.92004462,0.83186526,0.75272723,0.63282053,0.99955075,0.99899015,0.99662436,0.99300675,0.98468065,0.96698328,0.94829026,0.91128793,0.8165033,0.72635362,0.64632559,0.51890555,0.99943256,0.99878445,0.996277,0.99222339,0.9828316,0.96295312,0.94180952,0.89983253,0.79272404,0.69212107,0.60389909,0.46707557,0.8457
2017-02-28,1,1,1.00013919,1.00029853,1.00091222,1.00178895,1.00357637,1.00617766,1.00656579,0.99836724,0.93860933,0.85199385,0.77348584,0.66310516,0.99944645,0.99872209,0.99521805,0.99050226,0.97970778,0.95648883,0.93321994,0.88611455,0.76957437,0.66328532,0.57701389,0.45312177,1.00013919,1.00029853,1.00091222,1.00178895,1.00357637,1.00617766,1.00656579,0.99836724,0.93860933,0.85199385,0.77348584,0.66310516,1.00012801,1.00027432,1.00084149,1.00164598,1.00322574,1.00511189,1.00418155,0.99419338,0.92943127,0.84049195,0.76103442,0.63895587,1.00010586,1.00022685,1.00069583,1.00136943,1.0026286,1.00375059,1.00189348,0.98966715,0.92064468,0.83066263,0.75145577,0.63061194,0.99955213,0.99897549,0.99659307,0.99294018,0.98453161,0.9660866,0.94768412,0.91035957,0.81472552,0.72279615,0.64346027,0.51504046,0.99943048,0.99878001,0.9962634,0.99218639,0.98273391,0.96210773,0.94126989,0.89898005,0.79111847,0.6887059,0.60132259,0.46419338,0.8382
2017-03-01,1,1,1.00013917,1.00029471,1.00090088,1.00176365,1.00353118,1.00622399,1.00634562,0.99902862,0.93975569,0.85379458,0.77564194,0.65505924,0.99943237,0.99866876,0.99514394,0.99039657,0.97959964,0.95734799,0.93398019,0.88772898,0.77425494,0.67128871,0.57757327,0.44578723,1.00013917,1.00029471,1.00090088,1.00176365,1.00353118,1.00622399,1.00634562,0.99902862,0.93975569,0.85379458,0.77564194,0.65505924,1.00012801,1.00027432,1.00084148,1.00164401,1.00320874,1.00515885,1.00426981,0.99454365,0.93067749,0.84300624,0.76366817,0.64272135,1.00010586,1.00022685,1.00069583,1.00136943,1.00262706,1.00382683,1.00199586,0.99010952,0.92192452,0.83314368,0.75411697,0.63428325,0.99955197,0.99895644,0.99657204,0.99289985,0.98446301,0.96661617,0.94816308,0.91115289,0.8163074,0.72557175,0.64568526,0.51715947,0.99942675,0.99877201,0.99623893,0.99213832,0.98266017,0.96258673,0.94170711,0.89970133,0.79252974,0.69117195,0.60321259,0.46537699,0.8403
2017-03-02,1,1,1.00013909,1.0002943,1.00090079,1.00176501,1.00352163,1.00615826,1.00653775,0.99867257,0.93952723,0.85351732,0.77519646,0.66527855,0.99940511,0.99874854,0.99505046,0.99023016,0.97953899,0.95675693,0.93405739,0.88750402,0.77094657,0.66650304,0.57991404,0.45641344,1.00013909,1.0002943,1.00090079,1.00176501,1.00352163,1.00615826,1.00653775,0.99867257,0.93952723,0.85351732,0.77519646,0.66527855,1.00012801,1.00027432,1.00084148,1.00164454,1.00321038,1.00507784,1.00390567,0.99399966,0.93011199,0.84161296,0.76191804,0.63985456,1.00010664,1.00022852,1.00070095,1.00137952,1.0026375,1.00373362,1.00169059,0.98961519,0.92145511,0.83182431,0.75237459,0.63145006,0.99955053,0.9989495,0.99656718,0.99288582,0.98444174,0.96654966,0.94804377,0.91089494,0.81623562,0.72633524,0.64660008,0.51887528,0.99942613,0.99877068,0.99623487,0.992157,0.98267744,0.96248196,0.94173232,0.89962074,0.79266131,0.69202271,0.60421406,0.46726147,0.8444
2017-03-03,1,1,1.00013729,1.00029671,1.00088928,1.00176427,1.00352062,1.00605801,1.00623028,0.99735158,0.93593015,0.84866267,0.76946358,0.65806338,0.99941931,0.99830855,0.99513166,0.9903262,0.97944449,0.95668696,0.93366641,0.88563874,0.76724186,0.6603294,0.57215925,0.44683783,1.00013729,1.00029671,1.00088928,1.00176427,1.00352062,1.00605801,1.00623028,0.99735158,0.93593015,0.84866267,0.76946358,0.65806338,1.00012801,1.00027432,1.00083233,1.00164597,1.00321275,1.00495068,1.00361761,0.99304911,0.92731583,0.83769694,0.75781617,0.63536559,1.00010664,1.00022852,1.00069333,1.00137952,1.00263897,1.00363251,1.00139098,0.98862239,0.91864002,0.82796609,0.74852139,0.62715653,0.99954295,0.99894841,0.99659613,0.99284886,0.98429679,0.96614116,0.94711796,0.90884141,0.81152751,0.71969701,0.63843605,0.50909878,0.99942543,0.99876918,0.99627118,0.99208135,0.98254558,0.96228622,0.94088704,0.89776983,0.78817306,0.68581285,0.59672352,0.4584896,0.844
2017-03-06,1,1,1.00012949,1.00028618,1.00085011,1.00170584,1.00342502,1.00582964,1.00548487,0.99675461,0.93551869,0.8488067,0.77007775,0.64783878,0.99942507,0.99845201,0.99519919,0.99032057,0.97937213,0.95610915,0.93212302,0.88379089,0.76382289,0.65872516,0.5703771,0.43846164,1.00012949,1.00028618,1.00085011,1.00170584,1.00342502,1.00582964,1.00548487,0.99675461,0.93551869,0.8488067,0.77007775,0.64783878,1.00012801,1.00027432,1.00082318,1.00162041,1.00315116,1.00487579,1.0036405,0.99257321,0.92653296,0.83779069,0.75850175,0.636465,1.00010586,1.00022685,1.0006807,1.00136943,1.00257723,1.00354075,1.0014152,0.98819947,0.91786362,0.82817845,0.74919424,0.62810994,0.99952669,0.99893672,0.99661704,0.99280157,0.98416568,0.96546634,0.94613857,0.90700987,0.80874705,0.71689085,0.63552223,0.50711681,0.99942283,0.99876361,0.9962954,0.99205743,0.98240298,0.96159004,0.93991787,0.89603189,0.78548674,0.68329736,0.59417384,0.45688832,0.8399
2017-03-07,1,1,1.0001251,1.00028723,1.0008389,1.00174271,1.00350236,1.00613596,1.00616564,0.99881486,0.94091929,0.8569132,0.78037854,0.67241396,0.99941519,0.99828211,0.99515275,0.99024667,0.97947792,0.95608687,0.93242743,0.88478046,0.76831839,0.66378281,0.57737319,0.45413742,1.0001251,1.00028723,1.0008389,1.00174271,1.00350236,1.00613596,1.00616564,0.99881486,0.94091929,0.8569132,0.78037854,0.67241396,1.00012684,1.00028088,1.00081566,1.00162201,1.00318653,1.00515208,1.00422655,0.99449402,0.93165186,0.84559617,0.76790006,0.64875968,1.00010547,1.00023355,1.00067819,1.00137194,1.00262638,1.00383876,1.00202733,0.9901617,0.92299761,0.83590453,0.75828557,0.64032612,0.99952282,0.99889397,0.99662132,0.99279783,0.98426958,0.96566894,0.94679148,0.90832373,0.81296699,0.72279264,0.64340479,0.5168228,0.99942001,0.99871618,0.99627734,0.99202693,0.982499,0.96174114,0.94045854,0.89714848,0.78937471,0.688933,0.60155076,0.4656152,0.8408
2017-03-08,1,1,1.00012624,1.00028092,1.00082975,1.00170047,1.00343777,1.00609182,1.00647887,0.99811199,0.93894804,0.85381805,0.7764698,0.66737716,0.99939038,0.99812746,0.99503092,0.99006828,0.97918342,0.95573442,0.93227701,0.88306705,0.76698183,0.66078649,0.57497695,0.45040837,1.00012624,1.00028092,1.00082975,1.00170047,1.00343777,1.00609182,1.00647887,0.99811199,0.93894804,0.85381805,0.7764698,0.66737716,1.00012684,1.00028088,1.00081566,1.00162201,1.00317296,1.00503039,1.00388162,0.99392104,0.93011243,0.84284392,0.76390919,0.64354046,1.00010586,1.00023441,1.0006807,1.001377,1.00262812,1.00373724,1.0016976,0.98961231,0.92145552,0.83316802,0.75450363,0.63517247,0.99951157,0.99887136,0.99659114,0.99271996,0.98411562,0.96521407,0.94592554,0.90744111,0.81135758,0.72078328,0.64064279,0.51353186,0.99941464,0.99870431,0.99624294,0.99190704,0.98227065,0.96117414,0.93946383,0.89600182,0.78753797,0.68664394,0.59889201,0.46228336,0.8426
2017-03-09,1,1,1.00012978,1.00028488,1.00083771,1.00171257,1.00350155,1.00620127,1.00681095,0.99928067,0.94107725,0.85788119,0.78231278,0.67558827,0.99939059,0.99802549,0.99494604,0.98988802,0.97895693,0.9552999,0.9319296,0.88352697,0.76721781,0.66292122,0.57712397,0.45255323,1.00012978,1.00028488,1.00083771,1.00171257,1.00350155,1.00620127,1.00681095,0.99928067,0.94107725,0.85788119,0.78231278,0.67558827,1.00012684,1.00028088,1.00081566,1.00162243,1.00318929,1.0050582,1.00418834,0.99514092,0.93184031,0.84695237,0.76984397,0.65299815,1.00010547,1.00023355,1.00067819,1.00137194,1.00262228,1.00373581,1.00198945,0.99080167,0.92330733,0.83709597,0.76045058,0.64437047,0.99950543,0.99886633,0.99658144,0.99269764,0.98408594,0.96505252,0.94605451,0.90773652,0.81287854,0.72403226,0.64455128,0.5179066,0.999412,0.99869845,0.996226,0.99185885,0.98216623,0.96099272,0.93951946,0.89623551,0.78868794,0.68918695,0.60209879,0.46617239,0.8455
2017-03-10,1,1,1.00012923,1.00028737,1.00084022,1.00172097,1.00349915,1.00627091,1.00647593,0.99948386,0.94186181,0.85968377,0.78487533,0.67888164,0.99939202,0.99784258,0.99476955,0.98972019,0.97880621,0.95548911,0.93147203,0.88427392,0.76888157,0.66523564,0.57933839,0.45477311,1.00012923,1.00028737,1.00084022,1.00172097,1.00349915,1.00627091,1.00647593,0.99948386,0.94186181,0.85968377,0.78487533,0.67888164,1.00012684,1.00028088,1.00081566,1.00164663,1.00323061,1.00525847,1.00451809,0.99521582,0.93285463,0.84814635,0.77155909,0.65526827,1.00010547,1.00023355,1.00067819,1.00137194,1.00262889,1.00393048,1.00228867,0.99085182,0.92426476,0.83841069,0.76206598,0.64673918,0.99949894,0.99885836,0.99657462,0.99270188,0.98412116,0.9656517,0.94632608,0.90850732,0.81486065,0.72606809,0.64636677,0.51974647,0.99940916,0.99869219,0.99620786,0.99183181,0.98216897,0.96156088,0.93982347,0.8969923,0.7905984,0.69111708,0.6037897,0.46783722,0.8476
2017-03-13,1,1,1.00012748,1.0002779,1.0008199,1.00168014,1.00342732,1.00613066,1.00615721,0.99893173,0.9405562,0.85695678,0.78091038,0.67345559,0.99935728,0.99756583,0.99462582,0.9895195,0.97854189,0.95488737,0.93133053,0.88359169,0.76744988,0.66243788,0.57724538,0.45212053,1.00012748,1.0002779,1.0008199,1.00168014,1.00342732,1.00613066,1.00615721,0.99893173,0.9405562,0.85695678,0.78091038,0.67345559,1.00012645,1.00028002,1.00081316,1.00164509,1.00324511,1.00515485,1.0043307,0.99492818,0.93100621,0.84565378,0.76734694,0.64940424,1.00010547,1.00023355,1.00067819,1.00137194,1.00267508,1.00384131,1.00216266,0.99066996,0.92253034,0.83594147,0.75805292,0.64101991,0.99947911,0.99883589,0.9965555,0.99267539,0.9840747,0.96536953,0.94622164,0.90807713,0.81323025,0.72353851,0.64402827,0.51717168,0.99940398,0.99868071,0.99617462,0.99177602,0.98210897,0.96118753,0.93958325,0.89641235,0.78864963,0.68864556,0.60131995,0.46499882,0.8493
2017-03-14,1,1,1.00012764,1.00028048,1.00081991,1.00168014,1.00342749,1.00612398,1.00610782,0.99846347,0.93995257,0.85599823,0.77961622,0.67178481,0.99936616,0.99755537,0.99465475,0.98958863,0.97866064,0.95501471,0.93146772,0.88373315,0.76672726,0.66210455,0.57499529,0.45028476,1.00012764,1.00028048,1.00081991,1.00168014,1.00342749,1.00612398,1.00610782,0.99846347,0.93995257,0.85599823,0.77961622,0.67178481,1.00012684,1.00028088,1.00081566,1.0016441,1.00324843,1.0051367,1.00417313,0.99407798,0.93081411,0.84411078,0.76678729,0.64917768,1.00010547,1.00023355,1.00067819,1.00137194,1.00267525,1.00384129,1.00202764,0.9899166,0.92251501,0.83459649,0.75756127,0.64089424,0.99948558,0.99883951,0.996559,0.99266282,0.98402556,0.96537373,0.94633741,0.90765389,0.81242039,0.72225183,0.64215499,0.51533705,0.99939904,0.99866979,0.99614298,0.99175845,0.98207656,0.96120552,0.93975972,0.89603747,0.78785084,0.68728384,0.59960595,0.46332793,0.85
2017-03-15,1,1,1.00012903,1.00028051,1.00082045,1.00168079,1.00342803,1.00611914,1.00605331,0.99846781,0.94090718,0.85779391,0.78203691,0.675673,0.99933634,0.99757882,0.99468576,0.989567,0.97858791,0.95501869,0.93067563,0.88293049,0.76616041,0.66024295,0.57341539,0.44815564,1.00012903,1.00028051,1.00082045,1.00168079,1.00342803,1.00611914,1.00605331,0.99846781,0.94090718,0.85779391,0.78203691,0.675673,1.00012723,1.00028174,1.00081817,1.00164843,1.00324176,1.00501415,1.00414782,0.99419772,0.93154972,0.84661873,0.76927348,0.65257397,1.00010547,1.00023355,1.00067819,1.00137194,1.00267268,1.00372832,1.00199467,0.99010624,0.9233414,0.83714318,0.76000158,0.6444518,0.99946828,0.99881736,0.99653335,0.99259551,0.98384052,0.96483861,0.94534611,0.90659792,0.81113101,0.72048217,0.6400318,0.51207217,0.99939335,0.99865721,0.99610654,0.99166404,0.98187736,0.96075559,0.9388226,0.89511748,0.78680426,0.68556645,0.59776845,0.46037103,0.8495
2017-03-16,1,1,1.00012975,1.00028225,1.00081847,1.0016762,1.00339803,1.00600008,1.00586412,0.99796071,0.93925345,0.85450899,0.77783192,0.67003405,0.99930445,0.9973813,0.99447188,0.98937971,0.97838706,0.95456047,0.93041207,0.88252589,0.76597291,0.66000953,0.57182985,0.44687952,1.00012975,1.00028225,1.00081847,1.0016762,1.00339803,1.00600008,1.00586412,0.99796071,0.93925345,0.85450899,0.77783192,0.67003405,1.00012723,1.00028174,1.00081817,1.0016501,1.00321699,1.00501567,1.00378374,0.99342676,0.92907511,0.84249287,0.76623001,0.64859394,1.00010547,1.00023355,1.00067819,1.00137194,1.00267093,1.00373689,1.00168948,0.98936413,0.92098274,0.83318979,0.75706611,0.64073976,0.9994597,0.99881165,0.99652545,0.9925825,0.98383365,0.96466434,0.94516635,0.9064554,0.81081639,0.72013378,0.63994894,0.51292164,0.99938946,0.9986486,0.99608161,0.99161801,0.98177151,0.96051303,0.93857468,0.89481106,0.78630172,0.68498593,0.59722375,0.46059834,0.8515
2017-03-17,1,1,1.00013351,1.00028444,1.00084127,1.00171212,1.00344955,1.00610554,1.00598774,0.99796121,0.93925633,0.85544674,0.77852529,0.67117127,0.99929833,0.99727061,0.99441858,0.98938962,0.97850485,0.95515253,0.93209108,0.88442273,0.76828387,0.66541893,0.5791433,0.45294885,1.00013351,1.00028444,1.00084127,1.00171212,1.00344955,1.00610554,1.00598774,0.99796121,0.93925633,0.85544674,0.77852529,0.67117127,1.00012801,1.00028346,1.00082318,1.00165425,1.00324928,1.00507208,1.00375503,0.99360205,0.93029855,0.84356815,0.76541507,0.64957211,1.00010625,1.00023527,1.0006832,1.00138207,1.00268343,1.00383198,1.00169048,0.98961135,0.92237682,0.83450179,0.75657551,0.64186195,0.99945898,0.9988134,0.99652464,0.99262278,0.98399654,0.96550135,0.94662964,0.90909441,0.81541038,0.72645015,0.64704225,0.52047991,0.99938367,0.99863577,0.99604448,0.99163301,0.9819756,0.96129266,0.94005459,0.89740246,0.79073964,0.69095816,0.60362122,0.46713433,0.8455
