#Tenor,Date,CHF,EUR,GBP,JPY,USD,BANK_EUR_BORROW,BANK_EUR_LEND,BENCHMARK_EUR,BOND_YIELD_EUR,CHF-LIBOR-3M,CHF-LIBOR-6M,CHF-TOIS,EUR-EONIA,EUR-EURIBOR-12M,EUR-EURIBOR-1M,EUR-EURIBOR-3M,EUR-EURIBOR-6M,GBP-LIBOR-3M,GBP-LIBOR-6M,GBP-SONIA,JPY-LIBOR-6M,JPY-TONAR,USD-FedFunds,USD-LIBOR-3M,USD-LIBOR-6M,USD-SIFMA,EUHICP,EUHICPXT,FRHICP,UKRPI,USCPI,ZACPI,BANK,BOND_YIELD_EUR_OVER_OIS,CPTY_A,CPTY_B,CPTY_C
44W,2016-12-09,1.358812144161466,0.983173125474162,0.534675497190843,1.000387403838320,0.475113634243889,0.984003112111455,0.979033681638192,0.987330071256789,0.975002671007519,1.007964176778799,1.007350560284450,1.008230717915781,0.983173125474162,0.983173143674331,1.002176170300236,0.995925483403442,0.983295576930690,0.993756391298793,0.993208960109044,0.995751962091583,1.000387403838320,1.000839446395432,0.995305981415792,0.992945041731347,0.992647176881226,0.994625284193868,101.223077041950447,101.199599979039647,100.374256727767715,267.961950000011825,240.159528875504691,117.623701384476718,0.985814508916781,0.991662479459374,0.991597146830506,0.991597146830506,1.000000000000000
45W,2016-12-16,1.351565829903989,0.982797297837150,0.528530057300353,1.000400767274301,0.468470563963535,0.983645831463567,0.978565596788156,0.987047298419488,0.974441871907904,1.008151298059485,1.007529842012452,1.008367454029027,0.982797297837150,0.982797538502473,1.002249809520718,0.995968816725472,0.982925310843422,0.993609368674735,0.993005755761018,0.995620166317418,1.000400767274301,1.000874958072580,0.995189571342105,0.992768775491965,0.992461776951816,0.994491599625138,101.223077041950447,101.199599979039647,100.374256727767715,267.961950000011825,240.159528875504691,117.623701384476718,0.985494460929268,0.991473800447203,0.991406995748924,0.991406995748924,1.000000000000000
46W,2016-12-23,1.344358159009058,0.982421901113933,0.522455251713560,1.000414130888793,0.461920377531526,0.983288968043820,0.978098021719428,0.986764895088574,0.973881395367025,1.008338454077888,1.007709155647854,1.008490512185075,0.982421901113933,0.982422076824410,1.002323454152161,0.996012151932961,0.982555184182161,0.993462367802136,0.992802592987331,0.995488387987482,1.000414130888793,1.000910471009750,0.995073174883632,0.992592540543124,0.992276411650151,0.994357933024544,101.223077041950447,101.199599979039647,100.374256727767715,267.961950000011825,240.159528875504691,117.623701384476718,0.985174963559456,0.991285157334111,0.991216881131176,0.991216881131176,1.000000000000000
47W,2016-12-30,1.337188925398187,0.982046647780100,0.516450268575666,1.000427494681801,0.455461776239747,0.982932234092930,0.977630670065917,0.986482572555856,0.973321241199355,1.008525644840457,1.007888501196337,1.008613585358774,0.982046647780100,0.982046758585322,1.002397104194960,0.996055489025992,0.982185196894404,0.993315388677778,0.992599471779479,0.995356627099468,1.000427494681801,1.000945985206986,0.994956792038783,0.992416336879268,0.992091080969764,0.994224284389674,101.223077041950447,101.199599979039647,100.374256727767715,267.961950000011825,240.159528875504691,117.623701384476718,0.984856165195326,0.991096550113268,0.991026802970269,0.991026802970269,1.000000000000000
48W,2017-01-06,1.330057924091871,0.981671537780882,0.510514305363149,1.000440858653325,0.449093479538705,0.982575629563924,0.977163541720871,0.986200330798218,0.972761409219472,1.008712870353640,1.008067878663578,1.008736673551956,0.981671537780882,0.981671583730411,1.002470759649515,0.996098828004645,0.981815348927669,0.993168431298445,0.992394591883668,0.995238318760887,1.000440858653325,1.000981500664332,0.994840422805964,0.992240164494845,0.991905784904188,0.994090653718111,101.289369973044003,101.171198957024998,100.427726179082839,266.631788629774974,240.650078198070759,117.700735398445858,0.984537469992970,0.990907978777844,0.990836761259213,0.990836761259213,1.000000000000000
49W,2017-01-13,1.322964951203728,0.981296822888579,0.504646568776513,1.000454222803369,0.442814224783635,0.982219406473660,0.976696887224173,0.985918422805625,0.972201899242061,1.008900130623890,1.008241401478803,1.008885506017881,0.981296822888579,0.981296914165107,1.002546829578061,0.996142168869004,0.981445640229495,0.993021495660918,0.992178955102928,0.995200629370351,1.000454222803369,1.001017017381835,0.994724067183584,0.992064023384302,0.991720523446959,0.993957041007441,101.289369973044003,101.171198957024998,100.427726179082839,266.631788629774974,240.650078198070759,117.700735398445858,0.984218877919006,0.990719443321012,0.990646755991018,0.990646755991018,1.000000000000000
50W,2017-01-20,1.315909803934666,0.980922586670433,0.498846274634268,1.000467587131935,0.436622766984156,0.981863648491896,0.976230789619075,0.985636932651620,0.971642711081913,1.009087425657658,1.008400235339260,1.009098695933331,0.980922586670433,0.980922658964652,1.002624712216262,0.996185511619151,0.981076070747440,0.992874581761982,0.991963365177765,0.995162941407101,1.000467587131935,1.001052535359537,0.994607725170051,0.991887913542086,0.991535296591613,0.993823446255251,101.289369973044003,101.171198957024998,100.427726179082839,266.631788629774974,240.650078198070759,117.700735398445858,0.983900388940061,0.990530943735945,0.990456787158696,0.990456787158696,1.000000000000000
51W,2017-01-27,1.308892280567086,0.980548493174391,0.493112647768129,1.000480951639025,0.430517878557424,0.981508019364988,0.975764914444272,0.985355522866036,0.971083844553928,1.009274755461399,1.008559094221696,1.009311930898431,0.980548493174391,0.980548546500765,1.002702600904759,0.996228856255166,0.980706640429079,0.992727689598419,0.991747822097998,0.995125254871084,1.000480951639025,1.001088054597485,0.994491396763773,0.991711834962648,0.991350104331687,0.993689869459126,101.289369973044003,101.171198957024998,100.427726179082839,266.631788629774974,240.650078198070759,117.700735398445858,0.983582003022774,0.990342480015818,0.990266854755259,0.990266854755259,1.000000000000000
52W,2017-02-03,1.301912180459114,0.980174542346022,0.487444921919421,1.000494316324641,0.424498349084738,0.981152519046267,0.975299261593618,0.985074193425926,0.970525299473108,1.009462120041567,1.008717978130053,1.009525210922703,0.980174542346022,0.980174576719010,1.002780495644022,0.996272202777134,0.980337349222011,0.992580819167016,0.991532325853448,0.995087569762245,1.000494316324641,1.001123575095722,0.994375081963158,0.991535787640436,0.991164946660719,0.993556310616654,101.353468530942592,101.279400254905141,100.483282027327931,268.518169897394841,241.817541404849493,117.775219496872495,0.983263720133795,0.990154052153808,0.990076958773722,0.990076958773722,1.000000000000000
53W,2017-02-10,1.294969304038868,0.979800734130919,0.488544843743684,1.000507681188786,0.424949954869093,0.980797147489079,0.974833830961014,0.984792944308352,0.969967075654566,1.009649519404618,1.008876872086644,1.009738536015666,0.979800734130919,0.979810900206505,1.002857202125759,0.996315177308629,0.979968197073852,0.992443715823863,0.991352017853989,0.995023492801864,1.000507681188786,1.001159096854294,0.994258780766616,0.991358526036084,0.990979408873033,0.993422769725420,101.353468530942592,101.279400254905141,100.483282027327931,268.518169897394841,241.817541404849493,117.775219496872495,0.982945540239785,0.989965627494141,0.989887099207100,0.989887099207100,1.000000000000000
54W,2017-02-17,1.288063452798745,0.979420576190488,0.494746720181905,1.000521046231463,0.430261310070170,0.980435405635582,0.974362163686904,0.984505249501408,0.969409172913518,1.009836953557010,1.009035701168388,1.009981504832914,0.979420576190488,0.979508242089249,1.002926748104217,0.996355910340998,0.979599183932239,0.992313939491233,0.991198094732758,0.994939626742664,1.000521046231463,1.001206514156049,0.994132862632619,0.991173824287596,0.990791418090588,0.993286654895513,101.353468530942592,101.279400254905141,100.483282027327931,268.518169897394841,241.817541404849493,117.775219496872495,0.982627463307414,0.989777214209320,0.989697276048411,0.989697276048411,1.000000000000000
55W,2017-02-24,1.281194429289752,0.979040565749497,0.501027326898109,1.000534411452673,0.435639050721459,0.980073797201284,0.973890724626066,0.984217638740864,0.968851591065289,1.010024422505200,1.009194555254845,1.010224532114649,0.979040565749497,0.979205677461395,1.002996298905537,0.996396645038683,0.979230309744828,0.992184180128730,0.991044195510532,0.994855767752157,1.000534411452673,1.001253933703600,0.993999738516563,0.990989156951214,0.990603462970371,0.993135009663302,101.353468530942592,101.279400254905141,100.483282027327931,268.518169897394841,241.817541404849493,117.775219496872495,0.982309489303366,0.989588836783890,0.989507489290672,0.989507489290672,1.000000000000000
56W,2017-03-03,1.274362037115857,0.978660702750717,0.507387663340887,1.000547776852420,0.441084006559975,0.979712322136975,0.973419513668079,0.983930112002167,0.968294329925307,1.010211926255649,1.009353434349953,1.010467617874940,0.978660702750717,0.978903206294066,1.003065854530056,0.996437381401752,0.978861574459294,0.992054437734135,0.990890320183601,0.994771915829748,1.000547776852420,1.001301355497055,0.993866632227130,0.990804524020528,0.990415543505618,0.992983387582793,101.409314761141573,101.424927346028070,100.535133556390591,269.575376572933351,243.226300715269218,117.840114187849437,0.981991618194332,0.989400495211029,0.989317738926904,0.989317738926904,1.000000000000000
57W,2017-03-10,1.267566080928376,0.978280987136941,0.513828741646420,1.000561142430705,0.446597017693428,0.979350980393465,0.972948530702578,0.983642669260771,0.967737389309110,1.010399464814817,1.009512338457648,1.010710762127857,0.978280987136941,0.978600828558392,1.003135414978106,0.996478119430274,0.978492978023334,0.991924712305230,0.990736468748255,0.994688070974841,1.000561142430705,1.001348779536521,0.993733543761931,0.990619925489128,0.990227659689564,0.992831788650452,101.409314761141573,101.424927346028070,100.535133556390591,269.575376572933351,243.226300715269218,117.840114187849437,0.981673849947016,0.989212189483911,0.989128024950127,0.989128024950127,1.000000000000000
58W,2017-03-17,1.260806366420383,0.977901418850985,0.520351586799545,1.000574508187531,0.452178934729852,0.978989771921582,0.972477775619249,0.983355310492137,0.967180769032338,1.010587038189166,1.009671267581868,1.010953964887477,0.977901418850985,0.978298544225513,1.003204980250023,0.996518859124317,0.978124520384663,0.991795003839797,0.990582641200783,0.994604233186840,1.000574508187531,1.001396205822103,0.993600473118579,0.990435361350605,0.990039811515447,0.992680212862744,101.409314761141573,101.424927346028070,100.535133556390591,269.575376572933351,243.226300715269218,117.840114187849437,0.981356184528133,0.989023919595715,0.988938347353365,0.988938347353365,1.000000000000000
59W,2017-03-24,1.254082700321161,0.977521997835686,0.526957236796859,1.000587874122900,0.457830618908838,0.978628696672174,0.972007248307834,0.983068035671735,0.966624468910741,1.010774646385159,1.009830221726551,1.011197226167877,0.977521997835686,0.977996353266576,1.003274550346142,0.996559600483948,0.977756201491015,0.991665312335616,0.990428837537478,0.994520402465149,1.000587874122900,1.001443634353908,0.993467420294688,0.990250831598550,0.989851998976506,0.992528660216135,101.409314761141573,101.424927346028070,100.535133556390591,269.575376572933351,243.226300715269218,117.840114187849437,0.981038621904408,0.988835685539620,0.988748706129639,0.988748706129639,1.000000000000000
60W,2017-03-31,1.247394890390672,0.977142724033903,0.533646742811899,1.000601240236815,0.463552942234422,0.978267754596103,0.971536948658126,0.982780844775039,0.966068488760173,1.010962289409261,1.009989200895637,1.011440545983138,0.977142724033903,0.977694255652740,1.003344125266796,0.996600343509236,0.977388021290146,0.991535637790470,0.990275057754630,0.994436578809174,1.000601240236815,1.001491065132042,0.993334385287872,0.990066336226558,0.989664222065980,0.992377130707093,101.409314761141573,101.424927346028070,100.535133556390591,269.575376572933351,243.226300715269218,117.840114187849437,0.980721162042577,0.988647487308806,0.988559101271976,0.988559101271976,1.000000000000000
61W,2017-04-07,1.240742745414062,0.976763597388519,0.540421169362423,1.000614606529278,0.469346787609625,0.977906945644252,0.971066876559973,0.982493737777532,0.965512828396592,1.011149967267937,1.010148205093065,1.011683924347347,0.976763597388519,0.977392251355170,1.003413705012320,0.996641088200249,0.977019979729829,0.991405980202142,0.990121301848533,0.994352762218317,1.000614606529278,1.001538498156612,0.993201368095745,0.989881875228223,0.989476480777111,0.992225624332086,101.468871178372069,101.513707641041051,100.594394549106539,270.832565658266049,243.948476614205447,117.909320207272714,0.980403804909386,0.988459324896454,0.988369532773402,0.988369532773402,1.000000000000000
62W,2017-04-18,1.230360975382720,0.976168124124439,0.551240868571893,1.000635611063894,0.478598059481598,0.977340228995659,0.970328651316524,0.982042739090249,0.964640293483123,1.011444960012898,1.010398119408825,1.012066494389188,0.976168124124439,0.976917861640893,1.003523054361442,0.996705118937448,0.976441908691418,0.991202266817700,0.989879733656528,0.994221064705678,1.000635611063894,1.001613040305623,0.992992377066750,0.989592077378538,0.989181530705779,0.991987589617343,101.468871178372069,101.513707641041051,100.594394549106539,270.832565658266049,243.948476614205447,117.909320207272714,0.979905308316774,0.988163713457134,0.988071712861931,0.988071712861931,1.000000000000000
63W,2017-04-21,1.227544690556199,0.976005785338585,0.554229109880571,1.000641339649857,0.481152631434941,0.977185726916833,0.970127414577986,0.981919775382053,0.964402466294766,1.011525427514880,1.010466288588709,1.012170856778960,0.976005785338585,0.976788522593539,1.003552878979319,0.996722582579721,0.976284312322051,0.991146715887069,0.989813861651758,0.994185150229580,1.000641339649857,1.001633370945484,0.992935387146016,0.989513056326907,0.989101105037315,0.991922680970047,101.468871178372069,101.513707641041051,100.594394549106539,270.832565658266049,243.948476614205447,117.909320207272714,0.979769398695966,0.988083107499872,0.987990504825633,0.987990504825633,1.000000000000000
64W,2017-04-28,1.220998403322097,0.975627099819909,0.561264821140166,1.000654706477979,0.487166451420569,0.976825317043119,0.969658024474114,0.981632919935082,0.963847764188970,1.011713209916085,1.010625367894807,1.012414410874552,0.975627099819909,0.976486798071855,1.003622473201461,0.996763332268317,0.975916686370236,0.991017109155891,0.989660177353669,0.994101354830509,1.000654706477979,1.001680810710000,0.992802423383643,0.989328698411122,0.988913470572876,0.991771243975953,101.468871178372069,101.513707641041051,100.594394549106539,270.832565658266049,243.948476614205447,117.909320207272714,0.979452349549284,0.987895052502011,0.987801045362497,0.987801045362497,1.000000000000000
65W,2017-05-05,1.214487026325383,0.975248561229381,0.568389847868844,1.000668073484657,0.493255436807894,0.976465040097337,0.969188861481718,0.981346148289302,0.963293381135060,1.011901027177738,1.010784472245012,1.012658023575465,0.975248561229381,0.976185166751191,1.003692072249813,0.996804083622911,0.975549198850268,0.990887519372662,0.989506516917504,0.994017566494175,1.000668073484657,1.001728252721376,0.992669477426419,0.989144374843384,0.988725871703072,0.991619830101770,101.524227501212238,101.506059842272322,100.653601664412335,271.456289455358785,244.707413814594076,117.973645613867461,0.979135402998337,0.987707033295352,0.987611622230569,0.987611622230569,1.000000000000000
66W,2017-05-12,1.208010373395693,0.974870760006367,0.575605323889856,1.000681440669896,0.499420527072596,0.976105487274728,0.968720512261973,0.981060054665572,0.962739316949524,1.012088879306311,1.010943601643266,1.012880344384632,0.974870760006367,0.975883628602758,1.003761676124709,0.996900274261183,0.975181849710019,0.990757946535167,0.989352880339558,0.993933785219984,1.000681440669896,1.001775696979721,0.992536194869620,0.988957932010588,0.988538308421150,0.991468439343967,101.524227501212238,101.506059842272322,100.653601664412335,271.456289455358785,244.707413814594076,117.973645613867461,0.978818559009926,0.987519049873084,0.987422235422881,0.987422235422881,1.000000000000000
67W,2017-05-19,1.201568259355478,0.974494580810265,0.582912397419876,1.000694808033697,0.505662673432650,0.975747544414216,0.968253855586859,0.980775529629052,0.962185571448959,1.012276766308278,1.011102756093513,1.013049327975601,0.974494580810265,0.975582183597776,1.003831284826482,0.997070402934507,0.974814638897383,0.990628390641189,0.989199267616128,0.993850011007340,1.000694808033697,1.001823143485139,0.992400804082367,0.988768653393143,0.988350780720359,0.991317071699015,101.524227501212238,101.506059842272322,100.653601664412335,271.456289455358785,244.707413814594076,117.973645613867461,0.978501817550860,0.987331102228395,0.987232884932468,0.987232884932468,1.000000000000000
68W,2017-05-26,1.195160500014710,0.974118546772673,0.590312231251715,1.000708175576063,0.511982838995096,0.975389732813175,0.967787423711829,0.980491087109904,0.961632144450062,1.012464688190111,1.011261935599697,1.013218339758897,0.974118546772673,0.975280831707474,1.003900898355469,0.997240560641593,0.974447566360269,0.990498851688513,0.989045678743508,0.993766243855647,1.000708175576063,1.001870592237738,0.992265431763626,0.988579411002108,0.988163288593949,0.991165727163385,101.524227501212238,101.506059842272322,100.653601664412335,271.456289455358785,244.707413814594076,117.973645613867461,0.978185178587964,0.987143190354476,0.987043570752367,0.987043570752367,1.000000000000000
69W,2017-06-02,1.188786912165616,0.973742657837578,0.597806002939365,1.000721543296996,0.518381998904635,0.975032052423474,0.967321216528591,0.980206727084194,0.961079035769640,1.012652644958287,1.011421140165763,1.013387379739223,0.973742657837578,0.974979572903088,1.003970516712003,0.997410747387395,0.974080632046612,0.990369329674924,0.988892113717997,0.993682483764312,1.000721543296996,1.001918043237624,0.992130077910875,0.988390204830548,0.987975832035171,0.991014405733550,101.579069674576516,101.587498335191228,100.716705152434329,271.918047351851101,245.278057545082333,118.037373566144623,0.977868642088068,0.986955314244520,0.986854292875613,0.986854292875613,1.000000000000000
70W,2017-06-09,1.182447313577436,0.973366913948990,0.605394904985380,1.000734911196499,0.524861140494083,0.974674503196996,0.966855233928905,0.979922449527999,0.960526245224603,1.012840636619281,1.011580369795655,1.013556447921285,0.973366913948990,0.974678407155864,1.004040139896419,0.997580963176871,0.973713835904360,0.990239824598208,0.988738572535891,0.993598730732738,1.000734911196499,1.001965496484904,0.991994742521597,0.988201034871533,0.987788411037279,0.990863107405982,101.579069674576516,101.587498335191228,100.716705152434329,271.918047351851101,245.278057545082333,118.037373566144623,0.977552208018017,0.986767473891720,0.986665051295245,0.986665051295245,1.000000000000000
71W,2017-06-16,1.176141522991219,0.972991315050937,0.613080145030647,1.000748279274573,0.531421263436712,0.974317085085642,0.966389475804585,0.979638254417402,0.959973772631966,1.013028663179571,1.011739624493319,1.013725544309786,0.972991315050937,0.974377334437059,1.004109767909053,0.997751208014976,0.973347177881485,0.990110336456147,0.988585055193489,0.993514984760331,1.000748279274573,1.002012951979683,0.991859425593273,0.988011901118131,0.987601025593527,0.990711832177154,101.579069674576516,101.587498335191228,100.716705152434329,271.918047351851101,245.278057545082333,118.037373566144623,0.977235876344665,0.986579669289269,0.986475846004303,0.986475846004303,1.000000000000000
72W,2017-06-23,1.169869360114635,0.972615861087472,0.620862946046559,1.000761647531222,0.538063379900489,0.973959798041333,0.965923942047494,0.979354141728491,0.959421617808851,1.013216724645637,1.011898904262703,1.013894668909433,0.972615861087472,0.974076354717936,1.004179400750239,0.997921481906667,0.972980657925977,0.989980865246530,0.988431561687088,0.993431245846496,1.000761647531222,1.002060409722069,0.991724127123384,0.987822803563412,0.987413675697169,0.990560580043539,101.579069674576516,101.587498335191228,100.716705152434329,271.918047351851101,245.278057545082333,118.037373566144623,0.976919647034876,0.986391900430365,0.986286676995828,0.986286676995828,1.000000000000000
73W,2017-06-30,1.163630645616823,0.972240552002667,0.628744546529627,1.000775015966448,0.544788514704241,0.973602642016005,0.965458632549550,0.979070111437362,0.958869780572485,1.013404821023957,1.012058209107752,1.014063821724932,0.972240552002667,0.973775467969768,1.004249038420312,0.998091784856903,0.972614275985847,0.989851410967141,0.988278092012988,0.993347513990638,1.000775015966448,1.002107869712167,0.991588847109413,0.987633742200449,0.987226361341462,0.990409351001611,101.579069674576516,101.587498335191228,100.716705152434329,271.918047351851101,245.278057545082333,118.037373566144623,0.976603520055526,0.986204167308204,0.986097544262862,0.986097544262862,1.000000000000000
74W,2017-07-07,1.157425201123262,0.971865387740618,0.636726200698569,1.000788384580252,0.551597705475782,0.973245616961614,0.964993547202721,0.978786163520120,0.958318260740197,1.013592952321013,1.012217539032416,1.014233002760991,0.971865387740618,0.973474674163836,1.004318680919607,0.998262116870643,0.972248032009122,0.989721973615766,0.988124646167489,0.993263789192161,1.000788384580252,1.002155331950085,0.991453585548843,0.987444717022315,0.987039082519665,0.990258145047846,101.629855363144912,101.521650405596020,100.779636900182439,271.528156307130018,245.002978877005603,118.096387783468785,0.976287495373502,0.986016469915985,0.985908447798449,0.985908447798449,1.000000000000000
75W,2017-07-14,1.151252849210674,0.971490368245442,0.644809178693895,1.000801753372638,0.558492002812001,0.972888722830131,0.964528685899028,0.978502297952873,0.957767058129426,1.013781118543289,1.012376894040641,1.014402212022318,0.971490368245442,0.973173973271433,1.004388328248459,0.998432477952847,0.971881925943854,0.989592553190193,0.987971224146890,0.993180071450472,1.000801753372638,1.002202796435928,0.991318342439155,0.987255728022084,0.986851839225035,0.990106962178717,101.629855363144912,101.521650405596020,100.779636900182439,271.528156307130018,245.002978877005603,118.096387783468785,0.975971572955700,0.985828808246908,0.985719387595635,0.985719387595635,1.000000000000000
76W,2017-07-21,1.145113413401949,0.971115493461275,0.652994766780029,1.000815122343607,0.565472470440969,0.972531959573546,0.964064048530544,0.978218514711740,0.957216172557712,1.013969319697266,1.012536274136378,1.014571449513621,0.971115493461275,0.972873365263856,1.004457980407202,0.998602868108475,0.971515957738110,0.989463149688206,0.987817825947493,0.993096360764974,1.000815122343607,1.002250263169804,0.991183117777833,0.987066775192832,0.986664631450835,0.989955802390702,101.629855363144912,101.521650405596020,100.779636900182439,271.528156307130018,245.002978877005603,118.096387783468785,0.975655752769028,0.985641182294172,0.985530363647465,0.985530363647465,1.000000000000000
77W,2017-07-28,1.139006718161097,0.970740763332277,0.661284267549992,1.000828491493163,0.572540185386056,0.972175327143867,0.963599634989394,0.977934813772843,0.956665603842702,1.014157555789431,1.012695679323574,1.014740715239611,0.970740763332277,0.972572850112414,1.004527637396172,0.998773287342490,0.971150127339977,0.989333763107595,0.987664451565599,0.993012657135075,1.000828491493163,1.002297732151818,0.991047911562361,0.986877858527636,0.986477459190325,0.989804665680275,101.629855363144912,101.521650405596020,100.779636900182439,271.528156307130018,245.002978877005603,118.096387783468785,0.975340034780405,0.985453592050982,0.985341375946987,0.985341375946987,1.000000000000000
78W,2017-08-04,1.132932588888235,0.970366177802630,0.669679000132690,1.000841860821308,0.579696238132107,0.971818825493118,0.963135445167754,0.977651195112314,0.956115351802147,1.014345826826268,1.012855109606182,1.014910009204998,0.970366177802630,0.972272427788425,1.004597299215704,0.998943735659853,0.970784434697565,0.989204393446145,0.987511100997510,0.992928960560178,1.000841860821308,1.002345203382078,0.990912723790223,0.986688978019575,0.986290322436768,0.989653552043914,101.679966126297970,101.609623637347923,100.846595683503821,272.964516848821290,245.361365722762969,118.154617720885341,0.975024418956760,0.985266037510541,0.985152424487251,0.985152424487251,1.000000000000000
79W,2017-08-11,1.126890851914588,0.969992006501525,0.678180300402832,1.000855230328043,0.586941732793698,0.971462724667233,0.962671746607606,0.977367930441993,0.955565416253904,1.014534132814266,1.013014564988152,1.015089165835766,0.969992006501525,0.971972098263215,1.004666965866132,0.999114213065528,0.970418879759000,0.989075040701645,0.987361090812319,0.992845271039689,1.000855230328043,1.002395782347525,0.990777554458902,0.986500133661729,0.986140231494680,0.989502461478096,101.679966126297970,101.609623637347923,100.846595683503821,272.964516848821290,245.361365722762969,118.154617720885341,0.974708905265033,0.985078518666053,0.984963509261306,0.984963509261306,1.000000000000000
80W,2017-08-18,1.120881334497530,0.969619596967709,0.686789521193504,1.000868600013372,0.594277787285486,0.971108374297464,0.962209876420599,0.977086377788188,0.955015797015933,1.014722473759913,1.013174045473434,1.015327373037081,0.969619596967709,0.971671861508119,1.004736637347791,0.999284719564479,0.970053462472429,0.988945704871883,0.987213590473820,0.992761588573014,1.000868600013372,1.002464997928516,0.990655876724014,0.986311325447178,0.986082681167183,0.989351393979298,101.679966126297970,101.609623637347923,100.846595683503821,272.964516848821290,245.361365722762969,118.154617720885341,0.974393493672174,0.984891035510725,0.984774630262204,0.984774630262204,1.000000000000000
81W,2017-08-25,1.114903864815640,0.969247330413279,0.695508032511457,1.000881969877296,0.601705533494697,0.970754153180400,0.961748227829449,0.976804906241910,0.954466493906299,1.014910849669698,1.013333551065981,1.015565636137595,0.969247330413279,0.971371717494480,1.004806313661017,0.999455255161671,0.969688182786018,0.988816385954646,0.987066112170168,0.992677913159559,1.000881969877296,1.002534218288855,0.990534213932412,0.986122553369006,0.986025134198275,0.989200349544000,101.679966126297970,101.609623637347923,100.846595683503821,272.964516848821290,245.361365722762969,118.154617720885341,0.974078184145144,0.984703588037764,0.984585787482999,0.984585787482999,1.000000000000000
82W,2017-09-01,1.108958271963793,0.968875206783340,0.704337221755115,1.000895339919819,0.609226117455761,0.970400061268893,0.961286800727837,0.976523515779796,0.953917506743174,1.015099260550112,1.013493081769746,1.015803955150425,0.968875206783340,0.971071666193652,1.004875994806145,0.999625819862070,0.969323040647953,0.988687083947722,0.986918655898070,0.992594244798727,1.000895339919819,1.002603443428869,0.990412566082259,0.985933817420295,0.985967590587761,0.989049328168680,101.727666236922914,101.723699988320490,100.915518897590715,274.111396141899490,245.732876649281934,118.210046420862810,0.973762976650916,0.984516176240379,0.984396980916745,0.984396980916745,1.000000000000000
83W,2017-09-08,1.103044385948271,0.968503226023018,0.713278493935355,1.000908710140942,0.616840699527141,0.970046098515817,0.960825595009497,0.976242206378487,0.953368835344832,1.015287706407648,1.013652637588682,1.016042330088692,0.968503226023018,0.970771707576995,1.004945680783510,0.999796413670642,0.968958036006440,0.988557798848902,0.986771221654235,0.992510583489926,1.000908710140942,1.002672673348890,0.990290933171721,0.985745117594131,0.985910050335444,0.988898329849818,101.727666236922914,101.723699988320490,100.915518897590715,274.111396141899490,245.732876649281934,118.210046420862810,0.973447871156472,0.984328800111781,0.984208210556498,0.984208210556498,1.000000000000000
84W,2017-09-15,1.097162037681904,0.968131388077464,0.722333271899091,1.000922080540669,0.624550454570364,0.969692264874058,0.960364610568216,0.975960978014631,0.952820479529652,1.015476187248798,1.013812218526743,1.016280760965520,0.968131388077464,0.970471841615880,1.005015371593446,0.999967036592356,0.968593168809703,0.988428530655973,0.986623809435373,0.992426929232561,1.000922080540669,1.002741908049248,0.990169315198962,0.985556453883601,0.985852513441129,0.988747354583893,101.727666236922914,101.723699988320490,100.915518897590715,274.111396141899490,245.732876649281934,118.210046420862810,0.973132867628805,0.984141459645180,0.984019476395314,0.984019476395314,1.000000000000000
85W,2017-09-22,1.091311058979235,0.967759692891844,0.731502996555697,1.000935451119000,0.632356572131286,0.969338560296521,0.959903847297827,0.975679830664885,0.952272439116118,1.015664703080057,1.013971824587884,1.016519247794036,0.967759692891844,0.970172068281687,1.005085067236289,1.000137688632179,0.968228439005986,0.988299279366726,0.986476419238193,0.992343282026037,1.000935451119000,1.002811147530272,0.990047712162149,0.985367826281792,0.985794979904619,0.988596402367386,101.727666236922914,101.723699988320490,100.915518897590715,274.111396141899490,245.732876649281934,118.210046420862810,0.972817966034919,0.983954154833790,0.983830778426252,0.983830778426252,1.000000000000000
86W,2017-09-29,1.085491282551712,0.967388140411349,0.740789127106298,1.000948821875939,0.640260256623638,0.968984984736131,0.959443305092219,0.975398764305910,0.951724713922818,1.015853253907920,1.014131455776059,1.016757790587368,0.967388140411349,0.969872387545804,1.005154767712375,1.000308369795081,0.967863846543553,0.988170044978948,0.986329051059406,0.992259641869760,1.000948821875939,1.002880391792293,0.989926124059447,0.985179234781794,0.985737449725719,0.988445473196777,101.727666236922914,101.723699988320490,100.915518897590715,274.111396141899490,245.732876649281934,118.210046420862810,0.972503166341829,0.983766885670823,0.983642116642371,0.983642116642371,1.000000000000000
87W,2017-10-06,1.079702542002903,0.967016730581191,0.750193141275980,1.000962192811488,0.648262727514847,0.968631538145826,0.958982983845328,0.975117778914375,0.951177303768446,1.016041839738886,1.014291112095225,1.016996389358652,0.967016730581191,0.969572799379626,1.005224473022038,1.000479080086031,0.967499391370688,0.988040827490432,0.986181704895721,0.992176008763137,1.000962192811488,1.002949640835640,0.989804550889022,0.984990679376696,0.985679922904232,0.988294567068550,101.771528669145923,101.772342609402330,100.984092612480083,274.628025351255019,245.401448190093475,118.261015644290566,0.972188468516561,0.983579652149497,0.983453491036733,0.983453491036733,1.000000000000000
